,Population
202645,T-cells
202659,B-cells
202662,T-cells
202666,T-cells
202675,B-cells
202679,T-cells
202691,B-cells
202696,Other_cells
202711,B-cells
202715,T-cells
202718,T-cells
202725,T-cells
202731,T-cells
202732,T-cells
202733,T-cells
202746,T-cells
202748,B-cells
202766,B-cells
202777,T-cells
202783,T-cells
202796,T-cells
202827,T-cells
202833,T-cells
202842,T-cells
202846,T-cells
202852,T-cells
202869,T-cells
202879,B-cells
202881,Monocytes
202895,T-cells
202903,T-cells
202906,B-cells
202907,T-cells
202911,Monocytes
202913,T-cells
202919,Monocytes
202926,T-cells
202929,B-cells
202941,T-cells
202950,T-cells
202955,Monocytes
202985,T-cells
202990,T-cells
202995,T-cells
202999,T-cells
203004,T-cells
203005,T-cells
203008,T-cells
203015,Monocytes
203059,Monocytes
203064,B-cells
203069,T-cells
203078,B-cells
203082,T-cells
203099,T-cells
203108,T-cells
203109,Monocytes
203113,B-cells
203116,T-cells
203144,T-cells
203146,Other_cells
203152,B-cells
203154,T-cells
203161,T-cells
203172,B-cells
203181,T-cells
203184,Other_cells
203212,T-cells
203221,T-cells
203239,T-cells
203254,B-cells
203260,T-cells
203267,B-cells
203272,T-cells
203276,B-cells
203288,T-cells
203289,T-cells
203295,T-cells
203300,T-cells
203312,T-cells
203313,B-cells
203325,Other_cells
203332,T-cells
203339,B-cells
203354,T-cells
203361,T-cells
203366,T-cells
203384,T-cells
203387,Other_cells
203400,T-cells
203406,T-cells
203410,B-cells
203418,Other_cells
203424,B-cells
203425,T-cells
203433,B-cells
203439,T-cells
203440,T-cells
203450,T-cells
203463,T-cells
203466,T-cells
203469,T-cells
203471,T-cells
203479,T-cells
203487,Other_cells
203488,T-cells
203492,Other_cells
203502,Monocytes
203504,B-cells
203505,B-cells
203530,T-cells
203537,Monocytes
203539,T-cells
203542,T-cells
203556,B-cells
203566,T-cells
203584,Other_cells
203604,T-cells
203608,T-cells
203614,T-cells
203635,T-cells
203636,T-cells
203642,Monocytes
203661,Other_cells
203666,B-cells
203671,Monocytes
203689,Other_cells
203699,T-cells
203702,B-cells
203711,B-cells
203714,T-cells
203719,T-cells
203720,T-cells
203722,T-cells
203728,T-cells
203739,T-cells
203741,B-cells
203767,T-cells
203770,T-cells
203775,T-cells
203778,T-cells
203786,T-cells
203798,Other_cells
203816,T-cells
203851,T-cells
203868,T-cells
203875,T-cells
203881,T-cells
203883,T-cells
203885,T-cells
203892,B-cells
203908,T-cells
203910,T-cells
203911,T-cells
203921,Monocytes
203960,T-cells
203963,T-cells
203967,B-cells
203973,T-cells
203976,T-cells
203977,T-cells
203986,T-cells
203989,Other_cells
203994,B-cells
204004,Monocytes
204008,T-cells
204011,T-cells
204017,T-cells
204019,B-cells
204044,Monocytes
204046,T-cells
204055,T-cells
204064,T-cells
204069,B-cells
204083,Other_cells
204094,B-cells
204095,T-cells
204097,T-cells
204101,T-cells
204113,T-cells
204146,T-cells
204156,T-cells
204172,T-cells
204173,T-cells
204176,Other_cells
204180,T-cells
204183,T-cells
204214,T-cells
204218,Monocytes
204231,T-cells
204240,B-cells
204246,T-cells
204270,B-cells
204272,T-cells
204273,B-cells
204277,T-cells
204287,T-cells
204288,T-cells
204290,T-cells
204303,T-cells
204306,T-cells
204320,T-cells
204322,Monocytes
204326,B-cells
204330,T-cells
204334,Monocytes
204336,T-cells
204340,T-cells
204342,T-cells
204343,T-cells
204347,T-cells
204351,T-cells
204358,T-cells
204361,B-cells
204365,T-cells
204367,T-cells
204372,T-cells
204388,T-cells
204391,Other_cells
204392,Other_cells
204400,Monocytes
204407,T-cells
204414,T-cells
204418,T-cells
204424,T-cells
204425,T-cells
204442,B-cells
204446,T-cells
204448,Monocytes
204453,Other_cells
204457,T-cells
204470,T-cells
204480,Monocytes
204483,T-cells
204484,T-cells
204493,T-cells
204494,T-cells
204498,B-cells
204503,T-cells
204511,T-cells
204536,Monocytes
204558,B-cells
204559,T-cells
204560,Other_cells
204563,B-cells
204592,B-cells
204620,T-cells
204625,T-cells
204646,Monocytes
204649,B-cells
204653,T-cells
204656,Other_cells
204657,T-cells
204674,T-cells
204675,B-cells
204695,T-cells
204701,B-cells
204702,T-cells
204704,T-cells
204707,Other_cells
204731,T-cells
204732,B-cells
204734,T-cells
204735,T-cells
204749,T-cells
204755,B-cells
204767,T-cells
204773,T-cells
204777,T-cells
204781,B-cells
204789,T-cells
204820,B-cells
204824,T-cells
204828,T-cells
204829,T-cells
204832,B-cells
204838,Monocytes
204856,B-cells
204862,B-cells
204873,B-cells
204884,T-cells
204889,T-cells
204900,T-cells
204903,B-cells
204928,T-cells
204957,Monocytes
204964,T-cells
204965,T-cells
204991,T-cells
204994,B-cells
205007,T-cells
205027,T-cells
205035,T-cells
205054,B-cells
205063,T-cells
205077,T-cells
205092,T-cells
205103,T-cells
205106,T-cells
205113,T-cells
205116,T-cells
205119,Monocytes
205126,T-cells
205155,B-cells
205170,T-cells
205178,T-cells
205180,T-cells
205185,T-cells
205200,T-cells
205203,T-cells
205214,B-cells
205228,T-cells
205239,T-cells
205242,T-cells
205243,T-cells
205250,T-cells
205261,T-cells
205266,T-cells
205267,T-cells
205296,T-cells
205297,T-cells
205309,T-cells
205319,B-cells
205320,T-cells
205323,T-cells
205327,T-cells
205348,B-cells
205372,T-cells
205379,T-cells
205408,Monocytes
205409,Monocytes
205410,Monocytes
205412,T-cells
205419,B-cells
205438,T-cells
205443,T-cells
205445,B-cells
205458,B-cells
205475,B-cells
205483,T-cells
205489,T-cells
205498,B-cells
205500,T-cells
205502,T-cells
205504,Other_cells
205508,T-cells
205512,Other_cells
205518,T-cells
205519,T-cells
205520,T-cells
205528,T-cells
205537,B-cells
205546,B-cells
205552,T-cells
205575,T-cells
205579,T-cells
205580,B-cells
205581,T-cells
205586,T-cells
205596,T-cells
205609,T-cells
205610,T-cells
205611,T-cells
205618,T-cells
205619,B-cells
205656,T-cells
205659,T-cells
205677,T-cells
205692,T-cells
205696,T-cells
205699,T-cells
205701,B-cells
205707,T-cells
205708,Monocytes
205711,T-cells
205724,T-cells
205749,T-cells
205751,B-cells
205761,T-cells
205783,Monocytes
205788,T-cells
205791,Monocytes
205794,T-cells
205801,Monocytes
205803,T-cells
205813,Other_cells
205818,T-cells
205819,T-cells
205829,Monocytes
205830,Other_cells
205834,T-cells
205839,B-cells
205862,Monocytes
205865,T-cells
205870,B-cells
205873,T-cells
205875,T-cells
205886,B-cells
205888,T-cells
205890,Monocytes
205892,B-cells
205910,T-cells
205912,T-cells
205916,T-cells
205931,Other_cells
205936,T-cells
205942,Monocytes
205945,T-cells
205946,T-cells
205973,B-cells
205980,B-cells
206012,T-cells
206029,T-cells
206035,T-cells
206038,Monocytes
206047,T-cells
206076,T-cells
206080,T-cells
206085,T-cells
206094,T-cells
206097,T-cells
206102,T-cells
206147,Other_cells
206148,T-cells
206152,T-cells
206160,B-cells
206177,T-cells
206212,T-cells
206215,T-cells
206216,T-cells
206219,B-cells
206238,T-cells
206243,T-cells
206246,Monocytes
206298,T-cells
206301,B-cells
206320,T-cells
206336,T-cells
206341,B-cells
206372,T-cells
206381,T-cells
206382,B-cells
206384,B-cells
206401,B-cells
206418,Other_cells
206424,Monocytes
206452,T-cells
206458,T-cells
206461,B-cells
206462,T-cells
206504,T-cells
206506,T-cells
206514,T-cells
206535,T-cells
206539,B-cells
206545,T-cells
206548,T-cells
206557,T-cells
206572,Other_cells
206587,T-cells
206600,Monocytes
206602,T-cells
206610,T-cells
206614,T-cells
206646,Other_cells
206648,B-cells
206651,B-cells
206661,Monocytes
206664,T-cells
206665,B-cells
206674,T-cells
206678,B-cells
206679,B-cells
206681,T-cells
206690,T-cells
206699,T-cells
206715,T-cells
206716,T-cells
206719,T-cells
206725,B-cells
206726,T-cells
206728,B-cells
206737,T-cells
206739,T-cells
206741,T-cells
206744,T-cells
206746,T-cells
206756,T-cells
206764,Monocytes
206772,B-cells
206782,T-cells
206787,T-cells
206790,T-cells
206793,Other_cells
206794,B-cells
206796,B-cells
206803,T-cells
206818,T-cells
206840,T-cells
206861,T-cells
206864,T-cells
206867,T-cells
206869,Other_cells
206881,Other_cells
206884,T-cells
206891,Monocytes
206921,T-cells
206931,T-cells
206935,T-cells
206936,B-cells
206944,T-cells
206958,B-cells
206965,T-cells
206967,T-cells
206968,T-cells
206970,Monocytes
206971,T-cells
206972,T-cells
206975,T-cells
206980,B-cells
207009,Other_cells
207031,T-cells
207040,T-cells
207042,T-cells
207043,T-cells
207044,T-cells
207049,Monocytes
207060,B-cells
207063,B-cells
207065,Monocytes
207082,T-cells
207104,T-cells
207107,T-cells
207117,T-cells
207127,T-cells
207146,B-cells
207160,Other_cells
207171,T-cells
207176,T-cells
207187,T-cells
207192,T-cells
207196,T-cells
207200,T-cells
207207,B-cells
207226,T-cells
207230,T-cells
207234,T-cells
207236,T-cells
207244,T-cells
207245,T-cells
207263,T-cells
207266,Monocytes
207290,T-cells
207315,T-cells
207319,Monocytes
207333,T-cells
207348,T-cells
207364,Monocytes
207375,T-cells
207377,T-cells
207380,B-cells
207398,T-cells
207399,B-cells
207400,B-cells
207403,T-cells
207412,B-cells
207414,T-cells
207430,B-cells
207441,T-cells
207444,T-cells
207445,T-cells
207447,Monocytes
207451,T-cells
207458,B-cells
207461,T-cells
207463,Monocytes
207465,Monocytes
207467,T-cells
207473,T-cells
207476,Other_cells
207479,T-cells
207492,T-cells
207498,T-cells
207504,T-cells
207506,T-cells
207512,T-cells
207517,T-cells
207518,Other_cells
207528,T-cells
207531,Monocytes
207532,T-cells
207540,T-cells
207554,T-cells
207566,T-cells
207572,Other_cells
207581,T-cells
207607,T-cells
207617,Monocytes
207619,Monocytes
207620,Monocytes
207629,B-cells
207632,T-cells
207640,T-cells
207643,Other_cells
207659,B-cells
207660,T-cells
207661,T-cells
207662,T-cells
207663,T-cells
207685,T-cells
207697,T-cells
207700,T-cells
207703,T-cells
207704,Monocytes
207705,B-cells
207708,Other_cells
207709,T-cells
207712,T-cells
207721,T-cells
207730,T-cells
207736,T-cells
207739,Monocytes
207740,T-cells
207741,T-cells
207744,T-cells
207749,T-cells
207754,Monocytes
207780,T-cells
207782,T-cells
207796,Other_cells
207797,T-cells
207806,B-cells
207808,Monocytes
207812,T-cells
207820,Monocytes
207821,T-cells
207822,Monocytes
207831,T-cells
207841,T-cells
207844,T-cells
207848,T-cells
207865,Other_cells
207871,B-cells
207882,Monocytes
207891,B-cells
207894,B-cells
207912,T-cells
207915,B-cells
207936,T-cells
207942,T-cells
207945,B-cells
207959,T-cells
207969,T-cells
207975,T-cells
207977,T-cells
207983,B-cells
207992,T-cells
208008,T-cells
208013,B-cells
208017,T-cells
208019,B-cells
208023,T-cells
208032,B-cells
208042,T-cells
208047,Monocytes
208055,T-cells
208058,T-cells
208063,T-cells
208070,T-cells
208077,Other_cells
208085,B-cells
208088,Monocytes
208094,T-cells
208103,Other_cells
208118,T-cells
208119,T-cells
208124,B-cells
208134,Other_cells
208139,Other_cells
208147,T-cells
208148,T-cells
208151,T-cells
208158,B-cells
208194,T-cells
208204,T-cells
208205,T-cells
208208,B-cells
208213,T-cells
208219,T-cells
208243,T-cells
208250,T-cells
208251,T-cells
208285,B-cells
208287,T-cells
208288,T-cells
208290,T-cells
208304,Other_cells
208306,T-cells
208325,Monocytes
208327,Other_cells
208336,Monocytes
208352,T-cells
208368,T-cells
208370,T-cells
208397,B-cells
208406,T-cells
208413,T-cells
208421,B-cells
208424,T-cells
208431,B-cells
208434,B-cells
208441,T-cells
208450,T-cells
208453,Monocytes
208455,B-cells
208456,B-cells
208468,T-cells
208471,Other_cells
208472,B-cells
208479,T-cells
208481,T-cells
208489,T-cells
208494,T-cells
208495,T-cells
208517,T-cells
208525,T-cells
208551,T-cells
208556,T-cells
208572,B-cells
208574,Monocytes
208576,T-cells
208583,Other_cells
208598,B-cells
208599,T-cells
208602,Other_cells
208614,B-cells
208616,T-cells
208619,T-cells
208623,T-cells
208634,T-cells
208641,T-cells
208656,Monocytes
208657,T-cells
208662,B-cells
208671,T-cells
208674,Other_cells
208677,B-cells
208682,T-cells
208684,T-cells
208689,T-cells
208692,Monocytes
208717,T-cells
208719,Monocytes
208732,Other_cells
208740,T-cells
208744,T-cells
208751,Monocytes
208754,T-cells
208756,B-cells
208766,T-cells
208774,T-cells
208775,B-cells
208787,Other_cells
208792,T-cells
208803,T-cells
208811,T-cells
208827,T-cells
208830,T-cells
208842,T-cells
208854,B-cells
208857,T-cells
208858,B-cells
208865,T-cells
208867,T-cells
208868,T-cells
208887,T-cells
208904,T-cells
208905,Other_cells
208925,T-cells
208932,Monocytes
208934,Other_cells
208942,T-cells
208952,T-cells
208967,T-cells
208971,B-cells
208982,T-cells
208984,T-cells
208998,T-cells
209003,T-cells
209013,T-cells
209019,T-cells
209022,Other_cells
209032,T-cells
209035,B-cells
209039,T-cells
209049,T-cells
209050,B-cells
209078,Monocytes
209093,Monocytes
209096,T-cells
209102,T-cells
209103,B-cells
209110,T-cells
209117,T-cells
209122,T-cells
209124,T-cells
209137,T-cells
209139,T-cells
209143,B-cells
209144,T-cells
209166,T-cells
209189,T-cells
209198,T-cells
209206,T-cells
209216,T-cells
209228,T-cells
209250,T-cells
209252,T-cells
209268,Other_cells
209269,Monocytes
209281,B-cells
209314,B-cells
209318,Monocytes
209321,T-cells
209322,T-cells
209345,T-cells
209346,B-cells
209359,T-cells
209360,T-cells
209363,T-cells
209369,T-cells
209374,T-cells
209379,T-cells
209380,B-cells
209389,T-cells
209390,Other_cells
209406,T-cells
209421,B-cells
209426,Other_cells
209427,B-cells
209444,T-cells
209449,T-cells
209454,B-cells
209457,B-cells
209461,Monocytes
209468,Monocytes
209493,B-cells
209495,T-cells
209501,Monocytes
209504,Monocytes
209505,T-cells
209519,T-cells
209522,T-cells
209524,Monocytes
209526,Monocytes
209536,Monocytes
209542,T-cells
209554,T-cells
209556,T-cells
209557,B-cells
209572,T-cells
209592,Other_cells
209593,Monocytes
209597,Other_cells
209602,T-cells
209612,T-cells
209614,T-cells
209615,B-cells
209619,T-cells
209623,B-cells
209640,B-cells
209660,T-cells
209662,T-cells
209664,T-cells
209672,T-cells
209692,B-cells
209693,Monocytes
209711,B-cells
209721,Monocytes
209728,T-cells
209738,B-cells
209758,Monocytes
209761,B-cells
209778,Other_cells
209782,Monocytes
209786,T-cells
209799,Other_cells
209811,T-cells
209817,T-cells
209824,T-cells
209826,B-cells
209850,T-cells
209851,B-cells
209856,T-cells
209860,B-cells
209863,T-cells
209871,B-cells
209874,T-cells
209875,T-cells
209878,T-cells
209885,Other_cells
209887,T-cells
209891,T-cells
209902,B-cells
209907,B-cells
209919,T-cells
209920,B-cells
209928,Other_cells
209947,T-cells
209949,T-cells
209951,T-cells
209970,T-cells
209978,T-cells
209987,T-cells
209988,T-cells
210005,T-cells
210007,T-cells
210008,T-cells
210012,T-cells
210022,B-cells
210024,B-cells
210037,Other_cells
210039,T-cells
210047,T-cells
210057,T-cells
210060,T-cells
210080,T-cells
210082,B-cells
210100,T-cells
210101,T-cells
210103,T-cells
210109,T-cells
210126,T-cells
210127,T-cells
210132,T-cells
210148,Monocytes
210149,T-cells
210166,T-cells
210169,B-cells
210170,Monocytes
210175,T-cells
210177,T-cells
210203,B-cells
210205,T-cells
210215,B-cells
210221,B-cells
210228,Monocytes
210250,T-cells
210264,B-cells
210269,T-cells
210273,B-cells
210287,T-cells
210291,T-cells
210294,T-cells
210310,T-cells
210321,T-cells
210345,T-cells
210353,T-cells
210357,B-cells
210378,T-cells
210384,Other_cells
210388,T-cells
210391,T-cells
210396,Other_cells
210402,B-cells
210405,T-cells
210414,B-cells
210426,B-cells
210448,T-cells
210457,T-cells
210471,B-cells
210474,Other_cells
210487,B-cells
210504,T-cells
210508,T-cells
210514,T-cells
210546,T-cells
210556,T-cells
210570,T-cells
210575,B-cells
210583,Monocytes
210590,T-cells
210602,T-cells
210607,T-cells
210612,T-cells
210615,T-cells
210636,T-cells
210645,B-cells
210650,T-cells
210662,B-cells
210668,T-cells
210686,T-cells
210691,B-cells
210704,Monocytes
210713,T-cells
210729,T-cells
210739,T-cells
210740,T-cells
210741,B-cells
210742,B-cells
210745,T-cells
210786,T-cells
210793,T-cells
210797,Other_cells
210801,B-cells
210802,T-cells
210810,Monocytes
210813,T-cells
210821,T-cells
210823,T-cells
210828,Monocytes
210838,B-cells
210839,B-cells
210841,B-cells
210853,Other_cells
210854,T-cells
210856,B-cells
210864,T-cells
210882,B-cells
210883,B-cells
210886,T-cells
210893,T-cells
210906,T-cells
210915,T-cells
210931,T-cells
210941,T-cells
210950,T-cells
210951,B-cells
210978,B-cells
211002,T-cells
211011,T-cells
211012,T-cells
211032,T-cells
211037,T-cells
211059,T-cells
211060,B-cells
211061,T-cells
211062,Monocytes
211065,B-cells
211069,Monocytes
211071,B-cells
211076,T-cells
211100,T-cells
211105,T-cells
211131,T-cells
211134,Other_cells
211143,Other_cells
211144,B-cells
211145,B-cells
211149,T-cells
211155,T-cells
211156,B-cells
211158,T-cells
211160,T-cells
211163,Monocytes
211164,B-cells
211175,T-cells
211197,Other_cells
211198,T-cells
211217,B-cells
211224,T-cells
211229,T-cells
211234,B-cells
211236,T-cells
211243,T-cells
211253,T-cells
211257,Other_cells
211261,T-cells
211266,T-cells
211268,Monocytes
211276,T-cells
211286,T-cells
211293,Other_cells
211312,T-cells
211320,T-cells
211325,B-cells
211326,T-cells
211327,T-cells
211332,T-cells
211340,B-cells
211346,Monocytes
211370,T-cells
211382,T-cells
211386,T-cells
211388,T-cells
211395,Other_cells
211403,T-cells
211405,Monocytes
211418,T-cells
211425,B-cells
211433,T-cells
211447,T-cells
211448,Other_cells
211456,T-cells
211460,T-cells
211469,T-cells
211481,T-cells
211487,Other_cells
211489,Monocytes
211498,T-cells
211508,T-cells
211521,T-cells
211527,T-cells
211530,Other_cells
211535,T-cells
211537,Monocytes
211538,T-cells
211551,Monocytes
211562,T-cells
211569,T-cells
211570,B-cells
211572,B-cells
211581,T-cells
211584,B-cells
211585,T-cells
211595,Other_cells
211604,B-cells
211607,T-cells
211625,T-cells
211632,T-cells
211656,T-cells
211657,B-cells
211663,T-cells
211665,T-cells
211667,T-cells
211679,B-cells
211684,T-cells
211703,T-cells
211724,Other_cells
211730,Monocytes
211731,T-cells
211733,T-cells
211752,T-cells
211758,T-cells
211765,B-cells
211788,T-cells
211792,T-cells
211796,T-cells
211805,T-cells
211818,B-cells
211822,T-cells
211828,T-cells
211831,T-cells
211835,T-cells
211842,T-cells
211844,T-cells
211846,Other_cells
211852,Other_cells
211856,T-cells
211858,Monocytes
211863,Other_cells
211870,T-cells
211874,T-cells
211875,T-cells
211879,T-cells
211880,B-cells
211883,T-cells
211891,Monocytes
211894,B-cells
211917,B-cells
211926,T-cells
211929,T-cells
211935,B-cells
211939,B-cells
211941,Other_cells
211946,B-cells
211947,Other_cells
211953,T-cells
211957,B-cells
211958,Monocytes
211962,T-cells
211987,T-cells
211995,T-cells
212000,B-cells
212003,B-cells
212013,Monocytes
212015,T-cells
212029,B-cells
212030,B-cells
212032,T-cells
212042,T-cells
212049,Monocytes
212055,T-cells
212070,Monocytes
212071,Monocytes
212072,T-cells
212077,T-cells
212082,B-cells
212095,T-cells
212100,T-cells
212110,T-cells
